JobID|JobIDRaw|Cluster|Partition|Account|Group|GID|User|UID|Submit|Eligible|Start|End|Elapsed|ExitCode|State|NNodes|NCPUS|ReqCPUS|ReqMem|Timelimit|NodeList|QOS|ScheduledBy|JobName|NVEs|ToTSusT
73|73|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:07:20|2021-01-01T00:14:31|00:07:11|0:0|COMPLETED|1|24|2|2800Mn|00:08:00|v24|normal|0|73|8|00:00:00
74|74|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:06:47|2021-01-01T00:14:32|00:07:45|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v25|normal|0|74|8|00:00:00
80|80|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:07:20|2021-01-01T00:14:45|00:07:25|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v62|normal|0|80|8|00:00:00
90|90|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:05:29|2021-01-01T00:15:04|00:09:35|0:0|COMPLETED|1|24|2|2800Mn|00:11:00|v49|normal|0|90|8|00:00:00
95|95|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:08:28|2021-01-01T00:15:12|00:06:44|0:0|COMPLETED|1|24|2|2800Mn|00:08:00|v67|normal|0|95|8|00:00:00
72|72|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:07:13|2021-01-01T00:15:14|00:08:01|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v15|normal|0|72|8|00:00:00
77|77|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:08:04|2021-01-01T00:15:17|00:07:13|0:0|COMPLETED|1|24|2|2800Mn|00:08:00|v37|normal|0|77|8|00:00:00
89|89|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:08:04|2021-01-01T00:15:27|00:07:23|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v36|normal|0|89|8|00:00:00
71|71|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:07:13|2021-01-01T00:15:29|00:08:16|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v14|normal|0|71|8|00:00:00
79|79|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:08:04|2021-01-01T00:15:34|00:07:30|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v61|normal|0|79|8|00:00:00
92|92|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:08:33|2021-01-01T00:15:53|00:07:20|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v54|normal|0|92|8|00:00:00
83|83|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:08:04|2021-01-01T00:15:55|00:07:51|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v16|normal|0|83|8|00:00:00
93|93|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:08:04|2021-01-01T00:16:02|00:07:58|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v57|normal|0|93|8|00:00:00
85|85|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:08:04|2021-01-01T00:16:06|00:08:02|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v26|normal|0|85|8|00:00:00
96|96|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:08:04|2021-01-01T00:16:24|00:08:20|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v68|normal|0|96|8|00:00:00
